read_id	ssu_model	ssu_strand	ssu_start	ssu_end	ssu_score	ssu_evalue	s58s_model	s58s_strand	s58s_start	s58s_end	s58s_score	s58s_evalue	s58e_model	s58e_strand	s58e_start	s58e_end	s58e_score	s58e_evalue	lsu_model	lsu_strand	lsu_start	lsu_end	lsu_score	lsu_evalue	full_start	full_end	its1_start	its1_end	its2_start	its2_end	selected_region	selected_start	selected_end
SRR21494940.5	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	432	476	58.9	0.00000000000000031	3_End_Fungi_Ge_58S_end_fourteenb_long	+	545	589	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	820	864	60	0.00000000000000013	31	819	31	431	590	819	full	31	819
SRR21494940.137	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	32	32.1	0.000000068	2_5.8_Fungi_Ge_58S_start_onee_long	-	436	480	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	549	591	47.6	0.00000000000096	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	819	864	36.8	0.0000000022	33	818	33	435	592	818	full	33	818
SRR21494940.991	1_SSU_Fungi_Tu_1_SSU_end_five_long	+	1	33	28.9	0.00000067	2_5.8_Fungi_Ge_58S_start_onee_long	+	433	477	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	551	595	51.1	0.000000000000079	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	827	872	54	0.0000000000000092	34	826	34	432	596	826	full	34	826
SRR21494940.505	1_SSU_Fungi_Ge_1_SSU_end_onea_long	-	1	31	32.6	0.000000045	2_5.8_Fungi_Ge_58S_start_onee_long	-	430	474	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	543	587	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	817	861	60	0.00000000000000013	32	816	32	429	588	816	full	32	816
SRR21494940.52	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	439	483	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	552	595	49.5	0.00000000000025	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	826	870	60	0.00000000000000013	31	825	31	438	596	825	full	31	825
SRR21494940.46	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	439	483	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	553	596	49.5	0.00000000000025	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	838	882	60	0.00000000000000013	31	837	31	438	597	837	full	31	837
SRR21494940.142	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	430	474	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	543	584	41.6	0.00000000007	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	808	852	60	0.00000000000000013	32	807	32	429	585	807	full	32	807
SRR21494940.539	1_SSU_Fungi_Ge_1_SSU_end_seven_long	-	1	30	35.4	0.0000000064	2_5.8_Fungi_Ge_58S_start_onee_long	-	420	464	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	533	577	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	802	846	60	0.00000000000000013	31	801	31	419	578	801	full	31	801
SRR21494940.182	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	431	475	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	544	586	47.6	0.00000000000096	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	817	861	60	0.00000000000000013	31	816	31	430	587	816	full	31	816
SRR21494940.435	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	429	473	46.5	0.0000000000022	3_End_Fungi_Ge_58S_end_fourteenb_long	+	543	586	49.5	0.00000000000025	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	820	864	55.4	0.0000000000000033	31	819	31	428	587	819	full	31	819
SRR21494940.832	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	423	467	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	538	582	53.4	0.000000000000014	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	814	858	44	0.000000000013	31	813	31	422	583	813	full	31	813
SRR21494940.753	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	424	468	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	533	577	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_fortyfour_long	+	810	855	49	0.00000000000037	31	809	31	423	578	809	full	31	809
SRR21494940.198	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	28	33.2	0.000000031	2_5.8_Fungi_Ge_58S_start_onee_long	+	427	471	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	539	585	45.7	0.0000000000037	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	816	860	60	0.00000000000000013	29	815	29	426	586	815	full	29	815
SRR21494940.246	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	436	480	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	549	593	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	822	863	47.4	0.000000000001	32	821	32	435	594	821	full	32	821
SRR21494940.323	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	427	471	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	540	584	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	813	857	60	0.00000000000000013	32	812	32	426	585	812	full	32	812
SRR21494940.746	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_zero_long	+	424	469	50.8	0.00000000000011	3_End_Fungi_Ge_58S_end_fourteenb_long	+	540	582	47.6	0.00000000000096	4_LSU_Fungi_Ge_4_LSU_start_nine_long	+	816	861	48.6	0.00000000000044	31	815	31	423	583	815	full	31	815
SRR21494940.175	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	431	475	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	544	586	47.6	0.00000000000096	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	813	857	56.3	0.0000000000000017	32	812	32	430	587	812	full	32	812
SRR21494940.259	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	420	463	43.3	0.000000000023	3_End_Fungi_Ge_58S_end_fourteenb_long	-	533	576	49.5	0.00000000000025	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	803	847	60	0.00000000000000013	32	802	32	419	577	802	full	32	802
SRR21494940.866	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	28	33.2	0.000000031	2_5.8_Fungi_Ge_58S_start_onee_long	+	421	465	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	533	575	37.3	0.0000000016	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	806	850	60	0.00000000000000013	29	805	29	420	576	805	full	29	805
SRR21494940.522	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	34	0.000000016	2_5.8_Fungi_Ge_58S_start_onee_long	+	427	471	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	533	576	47.4	0.0000000000011	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	808	852	55.8	0.0000000000000026	31	807	31	426	577	807	full	31	807
SRR21494940.160	1_SSU_Fungi_Ge_1_SSU_end_onea_long	-	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	-	429	473	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	542	586	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	813	857	60	0.00000000000000013	31	812	31	428	587	812	full	31	812
SRR21494940.600	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	430	474	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	543	587	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	817	861	60	0.00000000000000013	31	816	31	429	588	816	full	31	816
SRR21494940.607	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_zero_long	-	427	468	33.9	0.00000002	3_End_Fungi_Ge_58S_end_fourteenb_long	-	537	579	47.6	0.00000000000096	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	815	859	60	0.00000000000000013	32	814	32	426	580	814	full	32	814
SRR21494940.128	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_zero_long	-	433	478	52.5	0.000000000000032	3_End_Fungi_Ge_58S_end_fourteenb_long	-	547	593	48.1	0.00000000000068	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	825	870	54.4	0.0000000000000071	32	824	32	432	594	824	full	32	824
SRR21494940.653	1_SSU_Fungi_Tu_1_SSU_end_five_long	+	1	31	36.4	0.000000003	2_5.8_Fungi_Ge_58S_start_zero_long	+	424	468	56.9	0.0000000000000014	3_End_Fungi_Ge_58S_end_fourteenb_long	+	535	578	46.7	0.0000000000019	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	806	856	52.7	0.000000000000023	32	805	32	423	579	805	full	32	805
SRR21494940.129	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_zero_long	+	428	472	55.9	0.0000000000000027	3_End_Fungi_Ge_58S_end_fourteenb_long	+	542	586	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	824	866	47.1	0.0000000000014	31	823	31	427	587	823	full	31	823
SRR21494940.289	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	432	476	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	545	589	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	821	865	60	0.00000000000000013	31	820	31	431	590	820	full	31	820
SRR21494940.379	1_SSU_Fungi_Tu_1_SSU_end_five_long	+	1	31	30.9	0.00000016	2_5.8_Fungi_Ge_58S_start_onee_long	+	431	475	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	544	587	46.7	0.0000000000019	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	819	864	54.1	0.0000000000000084	32	818	32	430	588	818	full	32	818
SRR21494940.345	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	434	478	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	547	591	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	821	865	60	0.00000000000000013	31	820	31	433	592	820	full	31	820
SRR21494940.591	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_zero_long	-	431	476	52.2	0.000000000000041	3_End_Fungi_Ge_58S_end_fourteenb_long	-	545	588	49.5	0.00000000000024	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	815	858	44	0.000000000012	32	814	32	430	589	814	full	32	814
SRR21494940.744	1_SSU_Fungi_Tu_1_SSU_end_five_long	+	1	35	26.7	0.0000033	2_5.8_Fungi_Ge_58S_start_onee_long	+	426	470	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	539	583	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	816	861	53.3	0.000000000000015	36	815	36	425	584	815	full	36	815
SRR21494940.450	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	433	477	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	545	588	49.5	0.00000000000025	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	812	857	53.8	0.000000000000011	32	811	32	432	589	811	full	32	811
SRR21494940.857	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_zero_long	+	421	467	51.4	0.000000000000069	3_End_Fungi_Ge_58S_end_fourteenb_long	+	536	579	50.8	0.000000000000094	4_LSU_Fungi_Ge_4_LSU_start_elevena_long	+	810	853	51.5	0.000000000000049	31	809	31	420	580	809	full	31	809
SRR21494940.833	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	426	470	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	539	582	49.5	0.00000000000025	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	819	863	60	0.00000000000000013	32	818	32	425	583	818	full	32	818
SRR21494940.390	1_SSU_Fungi_Ge_1_SSU_end_onea_long	-	1	31	27.2	0.0000022	2_5.8_Fungi_Ge_58S_start_onee_long	-	419	463	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	531	574	49.5	0.00000000000024	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	800	844	60	0.00000000000000013	32	799	32	418	575	799	full	32	799
SRR21494940.82	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	433	477	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	546	590	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	816	860	60	0.00000000000000013	32	815	32	432	591	815	full	32	815
SRR21494940.62	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_zero_long	-	433	475	48.9	0.00000000000042	3_End_Fungi_Ge_58S_end_fourteenb_long	-	548	590	42.2	0.000000000045	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	818	862	60	0.00000000000000013	32	817	32	432	591	817	full	32	817
SRR21494940.759	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_zero_long	+	426	476	53	0.000000000000022	3_End_Fungi_Ge_58S_end_fourteenb_long	+	545	588	49.5	0.00000000000024	4_LSU_Fungi_Ge_4_LSU_start_zerod_long	+	820	864	58.4	0.00000000000000039	31	819	31	425	589	819	full	31	819
SRR21494940.121	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	27	31.1	0.00000014	2_5.8_Fungi_Ge_58S_start_onee_long	+	418	471	59.1	0.00000000000000027	3_End_Fungi_Ge_58S_end_fourteenb_long	+	540	581	37	0.000000002	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	813	855	34.1	0.000000015	28	812	28	417	582	812	full	28	812
SRR21494940.923	1_SSU_Fungi_Tu_1_SSU_end_five_long	+	1	30	29.2	0.00000052	2_5.8_Fungi_Ge_58S_start_onee_long	+	426	470	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	539	582	48.7	0.00000000000044	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	815	859	60	0.00000000000000013	31	814	31	425	583	814	full	31	814
SRR21494940.944	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	7	38	39.2	0.00000000039	2_5.8_Fungi_Ge_58S_start_onee_long	-	435	479	55.4	0.0000000000000039	3_End_Fungi_Ge_58S_end_fourteenb_long	-	549	592	49.5	0.00000000000025	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	820	864	60	0.00000000000000013	39	819	39	434	593	819	full	39	819
SRR21494940.862	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	431	475	57.1	0.0000000000000011	3_End_Fungi_Ge_58S_end_fourteenb_long	-	545	591	44	0.000000000012	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	822	866	60	0.00000000000000013	32	821	32	430	592	821	full	32	821
SRR21494940.218	1_SSU_Fungi_Tu_1_SSU_end_four_long	+	1	29	29.6	0.00000041	2_5.8_Fungi_Ge_58S_start_zero_long	+	417	459	47.7	0.000000000001	3_End_Fungi_Ge_58S_end_fourteenb_long	+	529	573	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	806	850	60	0.00000000000000013	30	805	30	416	574	805	full	30	805
SRR21494940.54	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	430	474	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	543	587	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	819	864	52.4	0.000000000000029	31	818	31	429	588	818	full	31	818
SRR21494940.401	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	654	692	40	0.00000000022	2_5.8_Fungi_Ge_58S_start_onee_long	-	1094	1138	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	1207	1250	49.5	0.00000000000025	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	1479	1523	60	0.00000000000000013	693	1478	693	1093	1251	1478	full	693	1478
SRR21494940.8	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	428	472	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	541	585	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	814	858	60	0.00000000000000013	32	813	32	427	586	813	full	32	813
SRR21494940.965	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	422	466	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	535	577	47.6	0.00000000000096	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	805	849	60	0.00000000000000013	32	804	32	421	578	804	full	32	804
SRR21494940.860	1_SSU_Fungi_Ge_1_SSU_end_seven_long	+	1	31	29.6	0.00000042	2_5.8_Fungi_Ge_58S_start_onee_long	+	426	470	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	537	581	55.1	0.0000000000000043	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	808	852	60	0.00000000000000013	32	807	32	425	582	807	full	32	807
SRR21494940.673	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	416	469	59.1	0.00000000000000027	3_End_Fungi_Ge_58S_end_fourteenb_long	+	538	587	42.3	0.000000000042	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	818	862	60	0.00000000000000013	31	817	31	415	588	817	full	31	817
SRR21494940.321	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	427	471	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	538	582	36.7	0.0000000025	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	810	854	60	0.00000000000000013	31	809	31	426	583	809	full	31	809
SRR21494940.223	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	423	467	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	537	581	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	814	859	52.4	0.000000000000029	31	813	31	422	582	813	full	31	813
SRR21494940.72	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	434	478	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	547	590	49.5	0.00000000000025	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	816	860	60	0.00000000000000013	32	815	32	433	591	815	full	32	815
SRR21494940.105	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	435	479	46.7	0.0000000000019	3_End_Fungi_Ge_58S_end_oneg_long	-	548	594	33.1	0.000000035	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	823	867	60	0.00000000000000013	32	822	32	434	595	822	full	32	822
SRR21494940.781	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	427	471	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	540	584	42.8	0.00000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	813	862	47.2	0.0000000000013	32	812	32	426	585	812	full	32	812
SRR21494940.267	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	424	468	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	537	581	54.7	0.0000000000000059	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	810	854	60	0.00000000000000013	32	809	32	423	582	809	full	32	809
SRR21494940.637	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_zero_long	+	420	465	52.2	0.000000000000041	3_End_Fungi_Ge_58S_end_fourteenb_long	+	534	576	43.5	0.000000000018	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	807	851	56.3	0.0000000000000017	31	806	31	419	577	806	full	31	806
SRR21494940.273	1_SSU_Fungi_Ge_1_SSU_end_onea_long	-	1	31	35.5	0.0000000059	2_5.8_Fungi_Ge_58S_start_onee_long	-	426	470	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	539	582	47	0.0000000000014	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	813	858	53.8	0.00000000000001	32	812	32	425	583	812	full	32	812
SRR21494940.194	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_zero_long	-	431	475	57.1	0.0000000000000012	3_End_Fungi_Ge_58S_end_fourteenb_long	-	545	587	47.6	0.00000000000096	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	814	858	56.6	0.0000000000000015	32	813	32	430	588	813	full	32	813
SRR21494940.88	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	432	476	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	545	588	46.7	0.0000000000019	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	819	864	53.3	0.000000000000016	31	818	31	431	589	818	full	31	818
SRR21494940.612	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	424	468	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	537	581	41	0.00000000011	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	811	855	38.3	0.00000000076	31	810	31	423	582	810	full	31	810
SRR21494940.672	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_onee_long	+	418	462	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	531	577	49.1	0.00000000000032	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	809	853	60	0.00000000000000013	31	808	31	417	578	808	full	31	808
SRR21494940.807	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_threed_long	-	406	467	44.5	0.0000000000085	3_End_Fungi_Ge_58S_end_fourteenb_long	-	537	581	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	814	858	60	0.00000000000000013	32	813	32	405	582	813	full	32	813
SRR21494940.490	1_SSU_Fungi_Tu_1_SSU_end_five_long	+	1	31	36.4	0.000000003	2_5.8_Fungi_Ge_58S_start_onee_long	+	420	464	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	+	534	578	55.1	0.0000000000000043	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	813	857	56.3	0.0000000000000017	32	812	32	419	579	812	full	32	812
SRR21494940.741	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	3	34	39.2	0.00000000039	2_5.8_Fungi_Ge_58S_start_zero_long	-	430	476	48.7	0.00000000000048	3_End_Fungi_Ge_58S_end_fourteenb_long	-	546	590	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	824	868	60	0.00000000000000013	35	823	35	429	591	823	full	35	823
SRR21494940.247	1_SSU_Fungi_Ge_1_SSU_end_seven_long	-	1	30	32.7	0.000000045	2_5.8_Fungi_Ge_58S_start_onee_long	-	431	475	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	543	586	49.5	0.00000000000025	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	819	863	55.7	0.0000000000000027	31	818	31	430	587	818	full	31	818
SRR21494940.114	1_SSU_Fungi_Ge_1_SSU_end_onea_long	+	1	30	37.1	0.0000000018	2_5.8_Fungi_Ge_58S_start_zero_long	+	430	472	45.7	0.0000000000042	3_End_Fungi_Ge_58S_end_fourteenb_long	+	541	585	55.7	0.0000000000000028	4_LSU_Fungi_Ge_4_LSU_start_eight_long	+	817	861	60	0.00000000000000013	31	816	31	429	586	816	full	31	816
SRR21494940.7	1_SSU_Fungi_Tu_1_SSU_end_five_long	-	1	31	38.8	0.00000000052	2_5.8_Fungi_Ge_58S_start_onee_long	-	435	479	58.9	0.0000000000000003	3_End_Fungi_Ge_58S_end_fourteenb_long	-	548	592	55.6	0.000000000000003	4_LSU_Fungi_Ge_4_LSU_start_eight_long	-	826	870	60	0.00000000000000013	32	825	32	434	593	825	full	32	825
